unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"2ACACE8C-9215-295E-E063-4804A8C0B0EB","1575000","2024-12-05","RG7 1UU","D","N","F","","FIRTREE COTTAGE","BUNCES SHAW ROAD","FARLEY HILL","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-9215-295E-E063-4804A8C0B0EB/current"
"2859C1AB-8591-52B4-E063-4804A8C05948","660000","2024-10-25","RG7 1UZ","D","N","F","","4","APPLEBY WALK","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8591-52B4-E063-4804A8C05948/current"
"1EAE3DF6-31A8-9EB1-E063-4704A8C09D02","380000","2024-06-05","RG7 1UZ","S","N","F","","15","APPLEBY WALK","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-31A8-9EB1-E063-4704A8C09D02/current"
"25E9DA80-6B94-555E-E063-4704A8C066F2","525000","2024-10-03","RG7 1UZ","D","N","F","","39","APPLEBY WALK","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6B94-555E-E063-4704A8C066F2/current"
"25E9DA80-6B33-555E-E063-4704A8C066F2","378000","2024-10-03","RG7 1WE","T","N","F","","24","ELK PATH","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6B33-555E-E063-4704A8C066F2/current"
"2D4D7608-A010-BDF9-E063-4804A8C0672F","360000","2024-12-18","RG7 1WE","T","N","F","","32","ELK PATH","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-A010-BDF9-E063-4804A8C0672F/current"
"2ACACE8C-9266-295E-E063-4804A8C0B0EB","408000","2024-11-29","RG7 1WJ","S","N","F","","10","ROE GARDENS","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-9266-295E-E063-4804A8C0B0EB/current"
"2859C1AB-8552-52B4-E063-4804A8C05948","400000","2024-11-08","RG7 1WN","S","N","F","","37","FAWN DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8552-52B4-E063-4804A8C05948/current"
"2859C1AB-8553-52B4-E063-4804A8C05948","390000","2024-07-22","RG7 1WN","T","N","F","","51","FAWN DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8553-52B4-E063-4804A8C05948/current"
"1A0C5C63-0DCB-7CBE-E063-4804A8C06C96","676000","2024-04-19","RG7 1WP","D","N","F","","10","TABBY DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-0DCB-7CBE-E063-4804A8C06C96/current"
